,statement,label,sent_transformer_label,spam_score,statistic_count,conservative_bigram_count,liberal_bigram_count,emotional_intensity
27,Rick Perry has never lost an election and remains the only person to have won the Texas governorship three times in landslide elections.,half-true,mostly-true,6.787913590331499,6.930939069215289,0.0,0.0,8.181606596656161
28,"ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga, Tenn.",false,false,1.333880967657997,0.0,0.0,0.0,4.240501493404334
29,Youth unemployment in minority communities is about 40 to 45 percent.,mostly-true,true,2.8425661632175356,6.930939069215289,6.000057255900648,5.255156625616282,6.087301255113976
30,Says Paul Ryan is still endorsing Trump.,true,true,0.6396662663831414,0.0,0.0,0.0,0.0
31,"If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.",barely-true,half-true,0.6370800834274593,0.0,6.000057255900648,0.0,6.585341518546054
32,What (the Obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,false,false,2.206311916823168,0.0,0.0,0.0,0.0
33,We cut business taxes so today 70 percent of our businesses dont pay a business tax.,mostly-true,true,1.3092063132950402,6.930939069215289,6.000057255900648,6.99374527117651,3.3271647610605752
34,Says Mark Pryor votes with Obama 93 percent of the time.,mostly-true,half-true,1.557080397703562,6.930939069215289,0.0,6.99374527117651,0.0
35,We have a federal government that thinks they have the authority to regulate our toilet seats.,true,false,1.4914563407755737,0.0,0.0,5.255156625616282,1.4014071852498993
36,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,true,mostly-true,0.8875843857516053,0.0,0.0,0.0,0.0
37,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.",true,barely-true,9.997301282740281,9.061250063337228,0.0,0.0,5.029922680583233
38,"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.",pants-fire,pants-fire,4.980947821131175,0.0,7.713218879282378,6.99374527117651,6.596386482811857
39,"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.",true,true,6.923031673365356,8.464065522812874,0.0,0.0,7.6112373681128584
40,Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.,false,half-true,1.5092747086255902,0.0,0.0,0.0,8.899849280113287
41,Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS.,half-true,mostly-true,3.9694682772034713,8.464065522812874,7.713218879282378,5.255156625616282,4.240501493404334
42,"Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company",pants-fire,half-true,5.982649203553745,0.0,0.0,0.0,0.0
43,Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,pants-fire,false,9.138958512523834,0.0,0.0,5.255156625616282,1.4014071852498993
44,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,false,true,2.540728664581418,0.0,9.203968977389508,5.255156625616282,9.402891380408867
45,African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.,half-true,true,7.194612480766549,8.464065522812874,8.492357043142379,7.859032826807713,8.278380374640085
46,"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.",pants-fire,pants-fire,1.0605140567199247,0.0,0.0,0.0,0.0
47,President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one.,false,false,1.0759893163226204,0.0,6.000057255900648,5.255156625616282,5.69855220167285
48,It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khans) life.,pants-fire,pants-fire,0.745479917231672,0.0,0.0,0.0,6.2663202264571805
49,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.,true,pants-fire,3.2081413698672674,0.0,0.0,0.0,0.0
50,Says the paperback edition of Mitt Romneys book deleted line that Massachusetts individual mandate should be the model for the country,barely-true,half-true,9.994299047223118,0.0,0.0,5.255156625616282,0.0
51,"Maggie Hassan raised tuition, making it the highest in America.",barely-true,half-true,0.23718736180215805,0.0,7.713218879282378,0.0,0.0
52,Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom.,false,false,1.6150210360262938,0.0,0.0,0.0,0.0
53,"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history",true,true,3.6919531347010843,8.464065522812874,6.000057255900648,5.255156625616282,6.2663202264571805
54,"We have towns in West Texas that are out of water, that are having to truck in water.",barely-true,mostly-true,0.615775439732321,0.0,0.0,5.255156625616282,0.0
55,"In Georgia, women earn 82 cents for every dollar earned by men.",half-true,mostly-true,1.1843892638229967,6.930939069215289,6.000057255900648,0.0,0.0
56,A federal system that verifies employees are authorized to work in the U.S. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.,half-true,mostly-true,8.315101744658072,8.464065522812874,0.0,5.255156625616282,0.0
57,"They were going to build the wall a while ago, not so long ago, like in 06. And they couldnt get environmental impact statements.",barely-true,false,0.5787019105376685,0.0,6.000057255900648,0.0,5.826934896531901
58,Sen. Obama's campaign announced that he's choosing his cabinet.,false,false,0.6345205339355902,0.0,0.0,0.0,0.0
59,"In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.",mostly-true,true,4.452911016475991,8.464065522812874,6.000057255900648,0.0,0.0
60,Only 2 percent of public high schools in the country offer PE classes.,false,true,3.3479932217945807,6.930939069215289,6.000057255900648,6.99374527117651,0.0
61,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",mostly-true,false,0.5469910442265746,0.0,0.0,0.0,0.0
62,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",true,half-true,1.1502194840107536,0.0,0.0,0.0,2.225535226950045
63,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.",mostly-true,true,9.137074079676504,8.464065522812874,8.492357043142379,0.0,0.0
64,"Under Mayor Cicilline, [Providence] was a sanctuary city.",false,false,0.8693762279126585,0.0,0.0,5.255156625616282,0.0
65,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,pants-fire,mostly-true,1.2028389821365204,6.930939069215289,0.0,5.255156625616282,6.891999748343336
66,"At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.",true,mostly-true,2.178249008696677,0.0,6.000057255900648,0.0,8.467749745167676
67,"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.",false,false,0.8166281208035673,0.0,0.0,5.255156625616282,0.0
68,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,barely-true,half-true,0.7561574876877031,0.0,7.713218879282378,5.255156625616282,0.0
69,Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.,barely-true,true,1.9610965690731936,6.930939069215289,8.492357043142379,0.0,0.4902421140477533
70,"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",true,half-true,0.6305223445158132,6.930939069215289,0.0,5.255156625616282,7.280465689325043
71,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",barely-true,mostly-true,1.6758498703761642,0.0,7.713218879282378,0.0,4.518481321002727
72,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",mostly-true,true,1.4996129213776999,0.0,0.0,0.0,7.280465689325043
73,The only time in our history when the debt has been higher than this was the end of World War II.,mostly-true,true,1.1295492835248253,0.0,6.000057255900648,5.255156625616282,8.631943678444353
74,The cost of health care is now the single-biggest factor driving down the federal budget deficit.,mostly-true,mostly-true,5.007680843868625,0.0,6.000057255900648,5.255156625616282,2.225535226950045
75,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.",true,half-true,2.9965764413143328,6.930939069215289,7.713218879282378,5.255156625616282,6.596386482811857
76,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,false,mostly-true,2.5928883517109362,0.0,6.000057255900648,0.0,7.158140937471536
77,Says one out of three U.S. homeless men is a veteran.,barely-true,half-true,0.5297898501818175,8.464065522812874,7.713218879282378,5.255156625616282,0.0
78,Says Charlie Crist supports cuts to the Medicare Advantage program.,false,half-true,5.428205091035689,0.0,6.000057255900648,5.255156625616282,4.7805105541104655
79,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,half-true,mostly-true,4.268374238403644,0.0,0.0,5.255156625616282,4.240501493404334
80,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,true,mostly-true,8.396461912506977,0.0,8.492357043142379,0.0,5.029922680583233
81,"At some point in their lives, 99% of women use birth control.",half-true,mostly-true,0.8543639519043138,6.930939069215289,6.000057255900648,0.0,0.0
82,"In the past 20 years, Egypt has made great strides in political and democratic reform.",false,false,0.7969115270985969,0.0,0.0,0.0,7.7102160603088326
83,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,false,false,0.552991251058522,0.0,0.0,7.859032826807713,4.240501493404334
84,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,true,mostly-true,0.334157837770388,0.0,6.000057255900648,0.0,0.0
85,"In Rick Perrys Texas, we import nurses ... from other countries.",half-true,true,0.6716679510129007,0.0,0.0,0.0,0.0
86,There is a federal criminal law that says its a crime to transport dentures across state lines.,mostly-true,mostly-true,1.6300673149141618,0.0,6.000057255900648,6.99374527117651,8.859718459493736
87,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,mostly-true,true,4.077730253446459,0.0,0.0,0.0,8.278380374640085
88,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",barely-true,mostly-true,0.4545794526162936,0.0,6.000057255900648,0.0,0.0
89,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,false,false,1.7856033878255684,0.0,0.0,5.255156625616282,5.69855220167285
90,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",false,false,0.6777551729150528,6.930939069215289,0.0,0.0,0.0
91,I belong to the AFL-CIO.,true,mostly-true,0.13675046436371208,0.0,6.000057255900648,0.0,0.0
92,The insurance commissioner cant do squat about health care.,mostly-true,true,0.7272945979387684,0.0,6.000057255900648,5.255156625616282,6.596386482811857
93,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,half-true,mostly-true,1.8934531781437514,6.930939069215289,0.0,5.255156625616282,0.0
94,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.",barely-true,mostly-true,2.2055295203535685,6.930939069215289,0.0,0.0,2.970268856972444
95,Says David Jolly supports privatizing Social Security.,barely-true,false,1.7051494444552555,0.0,0.0,0.0,8.974167700482875
96,Did you know US population growth is at its lowest since the Great Depression?,true,true,0.3380460535900456,0.0,0.0,0.0,1.823954142961575
97,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",mostly-true,mostly-true,2.2042760082317705,0.0,6.000057255900648,5.255156625616282,1.823954142961575
98,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.",true,half-true,1.5428299165758939,0.0,6.000057255900648,0.0,9.586833866865321
99,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,mostly-true,true,8.221312940157722,6.930939069215289,7.713218879282378,5.255156625616282,3.9479395499185435
100,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,false,false,4.6771835286203,0.0,7.713218879282378,6.99374527117651,5.029922680583233
101,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",pants-fire,pants-fire,6.0230509647056865,8.464065522812874,6.000057255900648,0.0,4.240501493404334
102,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.",mostly-true,mostly-true,3.345135359936822,8.464065522812874,8.492357043142379,5.255156625616282,2.6076619596332886
103,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",mostly-true,half-true,3.0751361775813946,0.0,0.0,0.0,7.978433627744664
104,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.",false,false,0.9172574547354166,0.0,7.713218879282378,6.99374527117651,7.335449486652287
105,Sen. Obama has always had a 100 percent prochoice rating.,true,true,1.2430955746997743,6.930939069215289,0.0,0.0,0.0
106,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",half-true,mostly-true,9.990932524439982,8.464065522812874,8.928604382770516,0.0,0.0
107,The (federal) debt is growing by more than $4 billion a day.,true,mostly-true,2.11890149365124,6.930939069215289,0.0,5.255156625616282,3.3133800563103954
108,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",half-true,mostly-true,6.327473401402459,0.0,0.0,5.255156625616282,4.518481321002727
109,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.",false,half-true,5.549570048667798,8.464065522812874,0.0,0.0,0.0
110,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,mostly-true,true,9.192100931456263,6.930939069215289,0.0,0.0,6.087301255113976
111,"Under President Obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.",half-true,half-true,9.98567536535093,8.464065522812874,6.000057255900648,7.859032826807713,0.0
112,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.",half-true,true,0.5615256354615932,0.0,0.0,0.0,0.0
113,Says Obama promised unemployment would never go above 8 percent.,barely-true,half-true,1.0491772449477828,6.930939069215289,0.0,7.859032826807713,1.823954142961575
114,The economy is creating jobs at the fastest pace since 1999.,true,true,0.5835109905505598,0.0,7.713218879282378,5.255156625616282,4.518481321002727
115,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,mostly-true,mostly-true,2.034369320032602,0.0,0.0,0.0,0.0
116,"In a majority of states, you can now marry freely, but can still be fired for who you love.",mostly-true,true,0.22573265385112773,0.0,0.0,0.0,5.994188283140115
117,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,pants-fire,pants-fire,1.3148236844678944,0.0,0.0,0.0,0.0
118,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",pants-fire,mostly-true,0.6600422692375907,0.0,0.0,0.0,0.0
119,"About half of the presidents have been governors; half of them, senators.",false,half-true,1.3071927577659244,8.464065522812874,0.0,0.0,0.0
120,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.",mostly-true,true,9.263223166933372,6.930939069215289,6.000057255900648,5.255156625616282,5.265310093205086
121,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",mostly-true,true,3.7664404857968754,6.930939069215289,6.000057255900648,0.0,0.0
122,Says 88 Texas constables have died in the line of duty.,true,true,1.0731120799583729,6.930939069215289,0.0,0.0,7.158140937471536
123,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",mostly-true,half-true,6.093145960906039,6.930939069215289,0.0,0.0,4.240501493404334
124,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",mostly-true,true,8.185666188729407,6.930939069215289,8.492357043142379,0.0,6.596386482811857
125,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",true,true,3.865389216530974,6.930939069215289,7.713218879282378,0.0,8.40783205942765
126,You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,mostly-true,true,0.4682166136518857,6.930939069215289,6.000057255900648,0.0,0.0
127,The Air Force wants taxpayers to fund a fantasy football league.,false,pants-fire,2.902346406209335,0.0,0.0,0.0,0.0
128,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,pants-fire,pants-fire,1.9027556713708318,0.0,0.0,0.0,2.225535226950045
129,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,half-true,true,2.830940641113893,6.930939069215289,0.0,5.255156625616282,5.265310093205086
130,Some neighborhood schools are closing.,mostly-true,true,1.0329179846775927,0.0,0.0,5.255156625616282,0.0
131,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,mostly-true,false,0.8048133065250709,0.0,7.713218879282378,0.0,7.8940297869354055
132,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",mostly-true,true,0.6421665987851028,0.0,0.0,0.0,0.0
133,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",barely-true,true,1.461645169307272,6.930939069215289,0.0,5.255156625616282,4.518481321002727
134,Says the U.S. Supreme Court found that Social Security is not guaranteed.,true,half-true,0.9505302239368274,0.0,0.0,0.0,8.40783205942765
135,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,false,false,2.4521481089252033,0.0,0.0,0.0,7.7102160603088326
136,Oregonians have an amazing no-cost way to fight abortion with free political donations,true,barely-true,6.507154104049887,0.0,8.492357043142379,0.0,8.059550808710148
137,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.",pants-fire,false,1.7682379400872832,6.930939069215289,0.0,0.0,0.0
138,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",barely-true,false,1.4487789023295228,0.0,6.000057255900648,6.99374527117651,5.69855220167285
139,Newt Gingrichs immigration plan offers a new doorway to amnesty.,mostly-true,false,1.5141095399785773,0.0,0.0,0.0,0.0
140,Mr. Caprio is a career politician who has never worked in the private sector.,false,mostly-true,1.1831339495497901,0.0,6.000057255900648,0.0,0.0
141,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",barely-true,true,9.866567604504512,8.464065522812874,0.0,7.859032826807713,0.0
142,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",mostly-true,false,7.293335206973831,0.0,6.000057255900648,7.859032826807713,8.627838106586786
143,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,mostly-true,true,2.7037090085446147,0.0,6.000057255900648,5.255156625616282,0.0
144,Donald Trump has said nuclear proliferation is OK.,half-true,mostly-true,0.8725174539978333,0.0,7.713218879282378,0.0,0.0
145,"Hillary Clinton has taken over $800,000 from lobbyists.",true,true,4.0372972306173835,6.930939069215289,0.0,0.0,0.0
146,Barack Obama has never even worked in business.,false,mostly-true,0.5128720496165129,0.0,6.000057255900648,0.0,0.0
147,Says the Arizona immigration law expressly bans racial profiling.,half-true,half-true,2.354803163201929,0.0,0.0,0.0,0.0
148,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,false,false,1.917634245998487,6.930939069215289,0.0,0.0,0.0
149,"On the VA: Over 300,000 veterans have died waiting for care.",barely-true,false,1.0873788178855177,6.930939069215289,7.713218879282378,0.0,1.823954142961575
150,Were now spending 42 percent of our economy on government.,mostly-true,mostly-true,0.6689318942677893,6.930939069215289,0.0,0.0,0.0
151,Rob Cornilles supports privatizing Medicare.,barely-true,false,1.3588979323332437,0.0,6.000057255900648,6.99374527117651,4.240501493404334
152,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.",false,mostly-true,2.5001394519155404,0.0,0.0,0.0,4.7805105541104655
153,We (Democrats) have made steady progress creating jobs and improving our schools.,half-true,true,0.7021668189404391,0.0,0.0,0.0,8.818666450041713
154,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,pants-fire,mostly-true,0.8472639765826977,0.0,7.713218879282378,0.0,7.165795355502448
155,"Whether you like to admit it or not, half our general revenue goes to education.",true,false,0.21590544923243016,6.930939069215289,0.0,5.255156625616282,6.7483944063364
156,Im the only one whos fought against developers draining the Everglades!,false,false,0.9613187872904008,0.0,0.0,0.0,5.470529046823495
157,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,half-true,false,3.732863053691592,0.0,0.0,0.0,5.029922680583233
158,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.",half-true,mostly-true,3.5510400121799788,8.464065522812874,7.713218879282378,5.255156625616282,0.0
159,Climate change is directly related to the growth of terrorism.,barely-true,true,1.3404545065989204,0.0,6.000057255900648,5.255156625616282,6.2663202264571805
160,The jobs bill includes President Obamas tax on soup kitchens,barely-true,false,4.257691604900669,0.0,6.000057255900648,0.0,0.0
161,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,barely-true,half-true,3.1356118385830247,0.0,0.0,5.255156625616282,0.0
162,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,half-true,pants-fire,4.066210872595984,0.0,0.0,0.0,0.9898261230395478
163,"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",half-true,mostly-true,9.898247487964184,8.464065522812874,0.0,6.99374527117651,2.970268856972444
164,We have more illegal immigrants here than we did five years ago.,false,true,0.3173824218557213,0.0,0.0,5.255156625616282,7.498666490489045
165,Says Rick Perry wrote a letter supporting Hillarycare.,barely-true,false,1.3833055322180654,0.0,0.0,0.0,6.087301255113976
166,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,false,pants-fire,3.1827199965463615,6.930939069215289,0.0,0.0,5.69855220167285
167,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",pants-fire,pants-fire,9.856964125033898,6.930939069215289,8.492357043142379,7.859032826807713,5.487570049858356
168,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,mostly-true,true,1.1027089714249176,0.0,6.000057255900648,5.255156625616282,0.0
169,Says Chris Christie vetoed a jobs package of 30 bills.,half-true,mostly-true,1.8981581225128894,6.930939069215289,0.0,5.255156625616282,0.0
170,There are already more American jobs in the solar industry than in coal mining.,true,true,1.090724850647451,0.0,6.000057255900648,0.0,0.0
171,Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,half-true,mostly-true,9.387652487877709,0.0,0.0,5.255156625616282,6.891999748343336
172,Barack Obama is in an economy thats only worsened since hes been president of the United States.,half-true,true,1.1142486495234918,0.0,0.0,7.859032826807713,0.4902421140477533
173,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.",mostly-true,half-true,1.3313949043113094,0.0,0.0,5.255156625616282,6.7483944063364
174,"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.",half-true,true,8.314054828709061,6.930939069215289,8.928604382770516,5.255156625616282,6.087301255113976
175,Says Thomas Eric Duncan came into the United States with an elevated temperature.,false,false,0.8796325061166046,0.0,0.0,5.255156625616282,5.898917263903206
176,We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,mostly-true,true,1.2006130054863373,0.0,6.000057255900648,6.99374527117651,7.506768268046699
177,Gas prices have gone up $2 since Obama took office.,half-true,mostly-true,1.2233069175731077,6.930939069215289,6.000057255900648,0.0,0.0
178,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,true,true,2.215507407581465,0.0,0.0,5.255156625616282,7.978433627744664
